prompt,seq,score
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Former con man joins crime battle FORMER con artist Frank Abagnale, whose life was portrayed in the film Catch Me if You Can, has been recruited to help in the battle against cyber crime as spokesman for the National Cyber Security Alliance (NCSA) in a forthcoming campaign.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: A former con man joining the fight against cyber crime.I would categorize this article under: Tech.",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","7 DAYS MONDAY &lt;br&gt;NFL ON DEMAND &lt;br&gt;EXTENDED HIGHLIGHTS &lt;br&gt;With the addition of the NFL Network to Comcast and Starpower cable, digital subscribers can now access free highlights of every NFL game. Minus broadcast network mumbo-jumbo commentary, the highlights last eight to 20 minutes...<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: NFL Network availability on Comcast and Starpower cable with free game highlights.Category: Sports",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.",New bid to end talks deadlock Northern Ireland Secretary Paul Murphy and Irish foreign minister Brian Cowen will chair talks involving unionists and nationalists at Stormont aimed at ending the stand-off over proposed changes to devolution.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Northern Ireland peace talks.I would categorize this article as: World.,1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.",Australia red-faced BUOYANT New Zealand captain Stephen Fleming was relieved to have enlivened a dormant summer after his Black Caps conjured a stunning four-wicket win against Australia in the opening <|start_header_id|>assistant<|end_header_id|>The main topic of the news article is a cricket match between Australia and New Zealand.I choose: Sports.,1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Suns Defeat Jazz 115-102 (AP) AP - Steve Nash had 20 points and 14 assists to lead the Phoenix Suns to their eighth straight win, 115-102 over the Utah Jazz on Tuesday night.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is a basketball game between the Phoenix Suns and the Utah Jazz.I choose: Sports.",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Shock Hazard Prompts Lexmark Recall The US Consumer Product Safety Commission said Tuesday that Lexmark International has voluntarily recalled more than 39,400 laser printers, under the Lexmark, Dell and IBM brands, for their potential to deliver electrical shocks.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Lexmark Recall due to Shock Hazard.I would categorize this article under: Business.",0
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.",Injury fears allayed over Celtic #39;s McNamara Injury fears over Celtic skipper Jackie McNamara have subsided after a scan revealed he has not broken his ankle. It was initially feared that McNamara had broken his ankle after a clash against Barcelona #39;s Ludovic Giuly on Tuesday night.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Injury update on Celtic's Jackie McNamara.Category: Sports.,1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.",Hague Court Imposes Defense Counsel on Milosevic (Reuters) Reuters - Judges at The Hague tribunal on\Thursday imposed a defense counsel on former Yugoslav President\Slobodan Milosevic to avoid further delays in his war crimes\trial.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: The Hague tribunal's decision to impose a defense counsel on Slobodan Milosevic.I choose: World.,1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Johnson  amp; Johnson missing out on stent sales Johnson  amp; Johnson can't supply cardiac stents fast enough to capitalize on three recent recalls by archrival Boston Scientific Corp. , say cardiologists who use both companies' medical devices.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Johnson & Johnson's inability to meet demand for cardiac stents due to production issues, while its competitor Boston Scientific Corp. faces recalls.Category: Business",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","IBM seeks dismissal in second part of SCO case SAN FRANCISCO - IBM Corp. is seeking dismissal of a second major component of the lawsuit filed against it last year by Unix vendor The SCO Group Inc., according to court documents filed Friday by IBM. The documents, filed with the U.S. District Court for the District of Utah, argue that SCO's breach of contract allegations should be dismissed from the lawsuit.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: IBM's legal action against SCO Group Inc. regarding a lawsuit.Category: Tech",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Dynogen enters drug licensing deal Dynogen Pharmaceuticals Inc. of Waltham said it licensed a late-stage drug candidate from Mitsubishi Pharma Corp. Terms weren't disclosed. The compound, pumosetrag, is thought to be helpful to patients suffering from a variety of gastrointestinal conditions, such as irritable bowel syndrome. Dynogen, a privately held firm, said it plans to start new clinical trials with pumosetrag next year. Mitsubishi, part ...<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Dynogen's licensing deal for a new drug to treat gastrointestinal conditions.Category: Business",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Campbell delivers win ATLANTA - Let there be no doubt: The Auburn football team is the undisputed champion of the Southeastern Conference. And let it be written that Jason Campbell made it so.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Auburn football team winning the Southeastern Conference championship, led by Jason Campbell.Category: Sports",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.",Venture by Time Warner And Microsoft Unsettles EU A Bethesda company owned by Microsoft Corp. and Time Warner Inc. is the subject of a European Union investigation into whether the company #39;s software will give the two media giants a monopoly in copyright protection.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: European Union investigation into a joint venture by Microsoft and Time Warner regarding copyright protection software.Category: Business.,1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Egypt Sees Move Towards Israel-Palestinian Peace  JERUSALEM (Reuters) - Egypt's official news agency said  Tuesday significant progress had been made in international  efforts to end Israeli-Palestinian violence, but both sides to  the conflict termed talk of a deal premature.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Israeli-Palestinian Peace TalksCategory: World",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Suit claims Microsoft hurt Novell Days after collecting a \$536 million antitrust settlement from Microsoft Corp., Novell returned to court Friday to claim the technology giant used its market dominance to shut out WordPerfect and other software in the mid-1990s.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Antitrust lawsuit against Microsoft by Novell.Category: Business.",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.",New fertility treatment 'closer' Women may be able to have unfertilised eggs routinely frozen during fertility treatment rather than just embryos after research.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Fertility treatment advancements.Category: Business (as it relates to the medical/healthcare industry),0
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.",Ahead Pushes Nero Digital Format for DVDs Deal with ESS Technology will add support for Ahead's variant of the MPEG-4 video format on DVD players.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Ahead's partnership with ESS Technology to add support for Nero Digital format on DVD players.Category: Tech,1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","NVIDIA and Sony hook-up Electronic voting in the US. The saga continues. Here is an interesting comparision with a Venezuelan referendum.  quot;80 of Americans could correctly name the first President Bush #39;s pet dog Millie, but only <|start_header_id|>assistant<|end_header_id|>The main topic of the news article appears to be the comparison of electronic voting systems, specifically referencing the US and Venezuela.I would categorize this article under: **World** (as it deals with international comparisons and electoral systems)",0
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","COL FB: Auburn 34, Tennessee 10 Jason Campbell passed for 252 yards and two touchdowns Saturday to lead the ninth-ranked Auburn Tigers over eighth-ranked Tennessee, 34-10.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: College Football game between Auburn and Tennessee.I choose: Sports.",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","US Stocks Gain; Shares of Citigroup, Bank of America Advance US stocks gained on optimism that third-quarter earnings this week from companies including Citigroup Inc. and Bank of America Corp.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Stock market performance and earnings reports of major banks.Category: Business.",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Inzaghi is ready to face Barcelona ROME, Italy -- The battle for control of Champions League Group F match begins in earnest on Wednesday when AC Milan face Barcelona at Rome #39;s San Siro stadium.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: AC Milan vs Barcelona Champions League match.Category: Sports.",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Quantum Astronomy: The Heisenberg Uncertainty Principle (SPACE.com) SPACE.com - This is the second article in a series of four articles each with a separate explanation of different quantum phenomena. Each article is a piece of a mosaic, so every one is needed to understand the final explanation of the quantum astronomy experiment we propose, possibly using the Allen Array Telescope and the narrow-band radio-wave detectors being build by the SETI Institute and the University of California, Berkeley.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Quantum Astronomy and the Heisenberg Uncertainty Principle.I would categorize this article under: **Tech** (although it could also fit under a more specific category like ""Science"" or ""Space"", but given the options, Tech is the closest fit).",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.",Nintendo's innards Wondering what your shiny new Nintendo DS looks like on the inside? Lik Sang saves you the voided warranty with a new photo gallery showing a detailed dissection of the new handheld game machine. Missing Links<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Dissection and internal components of the Nintendo DS handheld game machine.I choose: Tech,1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Resident Evil 4 Exclusive No More November 01, 2004 - It looks like the folks at Capcom Entertainment were only kidding when they sternly insisted over and over again that the GameCube action-thriller Resident Evil 4 would forever remain exclusive to Nintendo #39;s console.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Resident Evil 4's console exclusivity.Category: Tech",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.",Halliburton to Restructure KBR Unit (Reuters) Reuters - Halliburton Co.  said on\Thursday it would restructure its KBR unit and may shed the\business if the oil services company's stock performance keeps\lagging its peers.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Halliburton's plan to restructure its KBR unit.I choose: Business.,1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Alessandro Petacchi Claims 2nd Stage of Tour of Spain Italian cyclist Alessandro Petacchi won the second stage of the Tour of Spain in a mass sprint finish, as Dutchman Max van Heeswijk claimed the leader #39;s yellow jersey.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Tour of Spain cycling race.I choose: Sports.",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.",Hollywood backs HD DVD Hollywood film studios have pledged support for one of the competing formats battling for primacy in the DVD market. The group supporting the HD DVD optical disc format for high-definition video is vying with the rival Blu-ray Disc format .<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Support for HD DVD format by Hollywood film studios.Category: Tech,1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.",NL Wrap: Ramirez Shines in Cubs Victory Over Reds (Reuters) Reuters - Aramis Ramirez homered three times and\drove in all of Chicago's runs as the Cubs edged the Cincinnati\Reds 5-4 in National League play at the Great American Ballpark\on Thursday.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is a baseball game between the Chicago Cubs and the Cincinnati Reds.I choose: Sports.,1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Japan typhoon kills two The most powerful typhoon to hit eastern Japan in a decade has headed out to sea after pummelling Tokyo, leaving two dead, snarling transport on a long holiday weekend and forcing thousands in the countryside to evacuate.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: A powerful typhoon hitting Japan, causing damage and disruption.Category: World",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Sony keeps PSP production low, focuses on PS2 Low initial shipment figures for Sony #39;s forthcoming PlayStation Portable are down to a decision to focus on manufacturing the profitable PlayStation 2 hardware, according to a spokesperson for the Japanese giant.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Sony's production and sales strategy for its gaming consoles, specifically the PlayStation Portable (PSP) and PlayStation 2 (PS2).I choose: **Tech**",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.",Gap 3Q Earnings Meet Analysts' Estimates (AP) AP - Gap Inc.'s third-quarter profit improved slightly even as the clothing retailer's sales began to sag.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Gap Inc.'s third-quarter earnings report.I choose: Business.,1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Pakistan sweep nets bomb suspects Pakistan has arrested more than five suspects in a plot to bomb several high-profile targets in Islamabad, including the US Embassy and the official residences of Pakistan #39;s president, Gen.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Arrests in Pakistan related to a plot to bomb high-profile targets.Category: World.",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.",Report: Israel set to collide with EU Confidential Israeli report also warns of country becoming a  #39;pariah state #39; like apartheid-era South Africa. Israel could one day become a  quot;pariah state quot; like apartheid-era South Africa.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Israel's potential international isolation and comparison to apartheid-era South Africa.I would categorize this article under: **World**.,1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","GOLF: Woods-Mickelson not dream team Tiger Woods paired with Phil Mickelson. A dream team in golf gloves. Together, they would lead the charge at the Ryder Cup, carry the United States into an early lead, discourage the Europeans, ignite the home crowd.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is the Ryder Cup golf tournament, specifically the pairing of Tiger Woods and Phil Mickelson.I choose: Sports.",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","AMD launches Sempron for low power notebooks AMD has released the Mobile AMD Sempron processor 3000  #39;for Thin and Light Notebooks #39;. The low-power processor is aimed at entry-level notebooks, as opposed to the 3000 Mobile AMD Sempron Processor for Full-Size Notebooks.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: AMD's release of a new low-power processor for thin and light notebooks.I choose: Tech.",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Got Firefox? I #39;m dating myself here, but I can vividly recall the web browser scene ten years ago, when I #39;d eagerly download every new version of Netscape Navigator the moment it was released.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Web Browsers and their evolution over time.I would categorize this article under: Tech.",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.",Too Good to Be True Baseball's back in Washington. So with that award comes an acceptance letter to highlight those efforts that made this dream come to fruition.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is the return of baseball to Washington.I choose: Sports.,1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Avery Johnson announces retirement Avery Johnson announced his retirement Thursday, officially ending his 16-year playing career and becoming a full-time assistant coach for the Dallas Mavericks.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Avery Johnson's retirement and new coaching role.Category: Sports.",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Well, it worked for Bill So let me get this straight: Barry Bonds used steroids, but he didn #39;t inhale?***Mr. Schwarzenegger, meet your new lieutenant governor.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article appears to be a humorous commentary on a political situation, likely related to a scandal or controversy.I would categorize this article as: Business (or more specifically, Politics, but since that's not an option, Business is the closest fit). However, if I had to choose from the given options, I would say: World.",0
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Trojan Mugs UK Web Banking Customers The Banker-AJ trojan has been coded to lie dormant in the background on infected Windows PCs. When users visit legitimate online banking Web sites of certain UK banks, the malicious code is <|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: A trojan horse malware targeting UK online banking customers.I choose: Tech.",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Shanghai set for Formula One race China is hosting its first Formula One Grand Prix on a gleaming new \$240 million circuit in Shanghai.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Formula One race in Shanghai, China.I choose: Sports.",0
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.",Yukos faces \$6.2bn tax deadline Russian oil giant Yukos says it is about to miss a deadline on a back tax payment of more than \$6bn due from 2002.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Yukos' tax payment deadline.I choose: Business.,1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Court Throws Out Hollinger Int'l Lawsuit  NEW YORK (Reuters) - A U.S. court on Friday dealt a blow to  Hollinger International Inc.'s &lt;A HREF=""""http://www.investor.reuters.com/FullQuote.aspx?ticker=HLR.N target=/stocks/quickinfo/fullquote""""&gt;HLR.N&lt;/A&gt; efforts to recover \$1.25  billion from ex-chairman Conrad Black and others, dismissing  its racketeering lawsuit against them.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: A U.S. court dismissing Hollinger International's lawsuit against its ex-chairman Conrad Black.Category: Business.",1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.",Inter Conquer Brussels Inter emerged as the winners over Anderlecht in Brussels to claim the first spot in the Champions League Group G. The nerazzurri took the lead nearly immediately when Adriano from the left served a low powerful <|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Inter Milan wins a soccer match against Anderlecht.I choose: Sports.,1
"Give the main topic of the news article and then choose from World, Sports, Tech and Business.","Guarding of Ukraine central election commission relieved KIEV, November 3 (Itar-Tass) - Water cannons and armoured personnel carriers were removed from the territory of the Ukrainian central election commission on Wednesday.<|start_header_id|>assistant<|end_header_id|>The main topic of the news article is: Removal of security measures from Ukraine's central election commission.Category: World.",1
